year,metric,value,scenario_id,scenario_name,scenario_category,category
1,base_processed_tonnes,150000000.0,base,Base Case,Reference,Operations
2,base_processed_tonnes,150000000.0,base,Base Case,Reference,Operations
3,base_processed_tonnes,150000000.0,base,Base Case,Reference,Operations
4,base_processed_tonnes,148000000.0,base,Base Case,Reference,Operations
5,base_processed_tonnes,146000000.0,base,Base Case,Reference,Operations
6,base_processed_tonnes,144000000.0,base,Base Case,Reference,Operations
7,base_processed_tonnes,142000000.0,base,Base Case,Reference,Operations
8,base_processed_tonnes,140000000.0,base,Base Case,Reference,Operations
9,base_processed_tonnes,138000000.0,base,Base Case,Reference,Operations
10,base_processed_tonnes,136000000.0,base,Base Case,Reference,Operations
11,base_processed_tonnes,134000000.0,base,Base Case,Reference,Operations
12,base_processed_tonnes,132000000.0,base,Base Case,Reference,Operations
13,base_processed_tonnes,130000000.0,base,Base Case,Reference,Operations
14,base_processed_tonnes,128000000.0,base,Base Case,Reference,Operations
15,base_processed_tonnes,126000000.0,base,Base Case,Reference,Operations
1,expanded_tonnes,151422776.195327,base,Base Case,Reference,Operations
2,expanded_tonnes,158068242.64109984,base,Base Case,Reference,Operations
3,expanded_tonnes,171931757.35890016,base,Base Case,Reference,Operations
4,expanded_tonnes,176196194.15394402,base,Base Case,Reference,Operations
5,expanded_tonnes,175004568.75301087,base,Base Case,Reference,Operations
6,expanded_tonnes,172773761.7256013,base,Base Case,Reference,Operations
7,expanded_tonnes,170396495.594042,base,Base Case,Reference,Operations
8,expanded_tonnes,167999532.36018825,base,Base Case,Reference,Operations
9,expanded_tonnes,165599937.61504936,base,Base Case,Reference,Operations
10,expanded_tonnes,163199991.67945942,base,Base Case,Reference,Operations
11,expanded_tonnes,160799998.89049673,base,Base Case,Reference,Operations
12,expanded_tonnes,158399999.8520862,base,Base Case,Reference,Operations
13,expanded_tonnes,155999999.98028535,base,Base Case,Reference,Operations
14,expanded_tonnes,153599999.99737296,base,Base Case,Reference,Operations
15,expanded_tonnes,151199999.99965003,base,Base Case,Reference,Operations
1,scenario_price_usd_per_lb,3.913670175164541,base,Base Case,Reference,Market
2,scenario_price_usd_per_lb,3.9933950659222437,base,Base Case,Reference,Market
3,scenario_price_usd_per_lb,4.074744022562314,base,Base Case,Reference,Market
4,scenario_price_usd_per_lb,4.157750128729839,base,Base Case,Reference,Market
5,scenario_price_usd_per_lb,4.2424471420127405,base,Base Case,Reference,Market
6,scenario_price_usd_per_lb,4.328869507670591,base,Base Case,Reference,Market
7,scenario_price_usd_per_lb,4.417052372643078,base,Base Case,Reference,Market
8,scenario_price_usd_per_lb,4.5070315998438515,base,Base Case,Reference,Market
9,scenario_price_usd_per_lb,4.598843782745534,base,Base Case,Reference,Market
10,scenario_price_usd_per_lb,4.6925262602618485,base,Base Case,Reference,Market
11,scenario_price_usd_per_lb,4.788117131932914,base,Base Case,Reference,Market
12,scenario_price_usd_per_lb,4.885655273419857,base,Base Case,Reference,Market
13,scenario_price_usd_per_lb,4.985180352315097,base,Base Case,Reference,Market
14,scenario_price_usd_per_lb,5.086732844274655,base,Base Case,Reference,Market
15,scenario_price_usd_per_lb,5.1903540494791445,base,Base Case,Reference,Market
1,scenario_grade,0.0034,base,Base Case,Reference,Geology
2,scenario_grade,0.003349,base,Base Case,Reference,Geology
3,scenario_grade,0.003298765,base,Base Case,Reference,Geology
4,scenario_grade,0.003249283525,base,Base Case,Reference,Geology
5,scenario_grade,0.003200544272125,base,Base Case,Reference,Geology
6,scenario_grade,0.003152536108043125,base,Base Case,Reference,Geology
7,scenario_grade,0.003105248066422478,base,Base Case,Reference,Geology
8,scenario_grade,0.003058669345426141,base,Base Case,Reference,Geology
9,scenario_grade,0.003012789305244749,base,Base Case,Reference,Geology
10,scenario_grade,0.0029675974656660775,base,Base Case,Reference,Geology
11,scenario_grade,0.0029230835036810864,base,Base Case,Reference,Geology
12,scenario_grade,0.00287923725112587,base,Base Case,Reference,Geology
13,scenario_grade,0.0028360486923589816,base,Base Case,Reference,Geology
14,scenario_grade,0.002793507961973597,base,Base Case,Reference,Geology
15,scenario_grade,0.002751605342543993,base,Base Case,Reference,Geology
1,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
2,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
3,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
4,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
5,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
6,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
7,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
8,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
9,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
10,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
11,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
12,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
13,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
14,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
15,scenario_recovery,0.8420000000000001,base,Base Case,Reference,Metallurgy
1,scenario_net_price_usd_per_lb,3.7041233681579593,base,Base Case,Reference,Commercial
2,scenario_net_price_usd_per_lb,3.780659263285354,base,Base Case,Reference,Commercial
3,scenario_net_price_usd_per_lb,3.858754261659821,base,Base Case,Reference,Commercial
4,scenario_net_price_usd_per_lb,3.9384401235806457,base,Base Case,Reference,Commercial
5,scenario_net_price_usd_per_lb,4.019749256332231,base,Base Case,Reference,Commercial
6,scenario_net_price_usd_per_lb,4.102714727363767,base,Base Case,Reference,Commercial
7,scenario_net_price_usd_per_lb,4.187370277737355,base,Base Case,Reference,Commercial
8,scenario_net_price_usd_per_lb,4.273750335850098,base,Base Case,Reference,Commercial
9,scenario_net_price_usd_per_lb,4.3618900314357125,base,Base Case,Reference,Commercial
10,scenario_net_price_usd_per_lb,4.451825209851375,base,Base Case,Reference,Commercial
11,scenario_net_price_usd_per_lb,4.543592446655597,base,Base Case,Reference,Commercial
12,scenario_net_price_usd_per_lb,4.637229062483063,base,Base Case,Reference,Commercial
13,scenario_net_price_usd_per_lb,4.732773138222493,base,Base Case,Reference,Commercial
14,scenario_net_price_usd_per_lb,4.830263530503669,base,Base Case,Reference,Commercial
15,scenario_net_price_usd_per_lb,4.929739887499979,base,Base Case,Reference,Commercial
1,copper_fine_lb,955687610.3538177,base,Base Case,Reference,Production
2,copper_fine_lb,982665269.4197178,base,Base Case,Reference,Production
3,copper_fine_lb,1052818032.175776,base,Base Case,Reference,Production
4,copper_fine_lb,1062747192.588196,base,Base Case,Reference,Production
5,copper_fine_lb,1039726373.2060243,base,Base Case,Reference,Production
6,copper_fine_lb,1011075747.1931154,base,Base Case,Reference,Production
7,copper_fine_lb,982206475.9452485,base,Base Case,Reference,Production
8,copper_fine_lb,953863955.0286274,base,Base Case,Reference,Production
9,copper_fine_lb,926135996.2640365,base,Base Case,Reference,Production
10,copper_fine_lb,899023322.262072,base,Base Case,Reference,Production
11,copper_fine_lb,872515393.6503524,base,Base Case,Reference,Production
12,copper_fine_lb,846600389.2480551,base,Base Case,Reference,Production
13,copper_fine_lb,821266514.6268479,base,Base Case,Reference,Production
14,copper_fine_lb,796502170.5805205,base,Base Case,Reference,Production
15,copper_fine_lb,772295971.8141431,base,Base Case,Reference,Production
1,gross_revenue_usd,3740246097.416007,base,Base Case,Reference,Economics
2,gross_revenue_usd,3924170638.353853,base,Base Case,Reference,Economics
3,gross_revenue_usd,4289963983.454061,base,Base Case,Reference,Economics
4,gross_revenue_usd,4418637276.790848,base,Base Case,Reference,Economics
5,gross_revenue_usd,4410984180.48317,base,Base Case,Reference,Economics
6,gross_revenue_usd,4376814971.969536,base,Base Case,Reference,Economics
7,gross_revenue_usd,4338457444.999356,base,Base Case,Reference,Economics
8,gross_revenue_usd,4299094987.266058,base,Base Case,Reference,Economics
9,gross_revenue_usd,4259154768.395705,base,Base Case,Reference,Economics
10,gross_revenue_usd,4218690548.3026233,base,Base Case,Reference,Economics
11,gross_revenue_usd,4177705904.212443,base,Base Case,Reference,Economics
12,gross_revenue_usd,4136197656.209064,base,Base Case,Reference,Economics
13,gross_revenue_usd,4094161692.732061,base,Base Case,Reference,Economics
14,gross_revenue_usd,4051593751.6279874,base,Base Case,Reference,Economics
15,gross_revenue_usd,4008489524.7019687,base,Base Case,Reference,Economics
1,payable_revenue_usd,3590636253.5193667,base,Base Case,Reference,Economics
2,payable_revenue_usd,3767203812.819699,base,Base Case,Reference,Economics
3,payable_revenue_usd,4118365424.1158986,base,Base Case,Reference,Economics
4,payable_revenue_usd,4241891785.7192135,base,Base Case,Reference,Economics
5,payable_revenue_usd,4234544813.2638426,base,Base Case,Reference,Economics
6,payable_revenue_usd,4201742373.090754,base,Base Case,Reference,Economics
7,payable_revenue_usd,4164919147.199382,base,Base Case,Reference,Economics
8,payable_revenue_usd,4127131187.7754154,base,Base Case,Reference,Economics
9,payable_revenue_usd,4088788577.659877,base,Base Case,Reference,Economics
10,payable_revenue_usd,4049942926.370518,base,Base Case,Reference,Economics
11,payable_revenue_usd,4010597668.043945,base,Base Case,Reference,Economics
12,payable_revenue_usd,3970749749.9607015,base,Base Case,Reference,Economics
13,payable_revenue_usd,3930395225.0227785,base,Base Case,Reference,Economics
14,payable_revenue_usd,3889530001.5628676,base,Base Case,Reference,Economics
15,payable_revenue_usd,3848149943.7138896,base,Base Case,Reference,Economics
1,tcrc_usd,50651443.348752335,base,Base Case,Reference,Commercial
2,tcrc_usd,52081259.27924504,base,Base Case,Reference,Commercial
3,tcrc_usd,55799355.70531613,base,Base Case,Reference,Commercial
4,tcrc_usd,56325601.20717439,base,Base Case,Reference,Commercial
5,tcrc_usd,55105497.77991929,base,Base Case,Reference,Commercial
6,tcrc_usd,53587014.601235114,base,Base Case,Reference,Commercial
7,tcrc_usd,52056943.22509817,base,Base Case,Reference,Commercial
8,tcrc_usd,50554789.61651725,base,Base Case,Reference,Commercial
9,tcrc_usd,49085207.80199394,base,Base Case,Reference,Commercial
10,tcrc_usd,47648236.07988981,base,Base Case,Reference,Commercial
11,tcrc_usd,46243315.86346868,base,Base Case,Reference,Commercial
12,tcrc_usd,44869820.63014692,base,Base Case,Reference,Commercial
13,tcrc_usd,43527125.275222935,base,Base Case,Reference,Commercial
14,tcrc_usd,42214615.04076759,base,Base Case,Reference,Commercial
15,tcrc_usd,40931686.50614958,base,Base Case,Reference,Commercial
1,revenue_usd,3539984810.1706142,base,Base Case,Reference,Economics
2,revenue_usd,3715122553.540454,base,Base Case,Reference,Economics
3,revenue_usd,4062566068.4105825,base,Base Case,Reference,Economics
4,revenue_usd,4185566184.512039,base,Base Case,Reference,Economics
5,revenue_usd,4179439315.4839234,base,Base Case,Reference,Economics
6,revenue_usd,4148155358.489519,base,Base Case,Reference,Economics
7,revenue_usd,4112862203.9742837,base,Base Case,Reference,Economics
8,revenue_usd,4076576398.1588984,base,Base Case,Reference,Economics
9,revenue_usd,4039703369.857883,base,Base Case,Reference,Economics
10,revenue_usd,4002294690.2906284,base,Base Case,Reference,Economics
11,revenue_usd,3964354352.180476,base,Base Case,Reference,Economics
12,revenue_usd,3925879929.3305545,base,Base Case,Reference,Economics
13,revenue_usd,3886868099.7475557,base,Base Case,Reference,Economics
14,revenue_usd,3847315386.5221,base,Base Case,Reference,Economics
15,revenue_usd,3807218257.20774,base,Base Case,Reference,Economics
1,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
2,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
3,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
4,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
5,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
6,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
7,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
8,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
9,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
10,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
11,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
12,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
13,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
14,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
15,unit_opex_usd_per_tonne,21.299999999999997,base,Base Case,Reference,Economics
1,opex_usd,3225305132.960465,base,Base Case,Reference,Economics
2,opex_usd,3366853568.255426,base,Base Case,Reference,Economics
3,opex_usd,3662146431.744573,base,Base Case,Reference,Economics
4,opex_usd,3752978935.4790072,base,Base Case,Reference,Economics
5,opex_usd,3727597314.439131,base,Base Case,Reference,Economics
6,opex_usd,3680081124.7553067,base,Base Case,Reference,Economics
7,opex_usd,3629445356.1530943,base,Base Case,Reference,Economics
8,opex_usd,3578390039.2720094,base,Base Case,Reference,Economics
9,opex_usd,3527278671.200551,base,Base Case,Reference,Economics
10,opex_usd,3476159822.7724853,base,Base Case,Reference,Economics
11,opex_usd,3425039976.36758,base,Base Case,Reference,Economics
12,opex_usd,3373919996.8494353,base,Base Case,Reference,Economics
13,opex_usd,3322799999.5800776,base,Base Case,Reference,Economics
14,opex_usd,3271679999.9440436,base,Base Case,Reference,Economics
15,opex_usd,3220559999.992545,base,Base Case,Reference,Economics
1,ebitda_usd,314679677.2101493,base,Base Case,Reference,Economics
2,ebitda_usd,348268985.285028,base,Base Case,Reference,Economics
3,ebitda_usd,400419636.6660094,base,Base Case,Reference,Economics
4,ebitda_usd,432587249.03303194,base,Base Case,Reference,Economics
5,ebitda_usd,451842001.04479265,base,Base Case,Reference,Economics
6,ebitda_usd,468074233.7342124,base,Base Case,Reference,Economics
7,ebitda_usd,483416847.8211894,base,Base Case,Reference,Economics
8,ebitda_usd,498186358.886889,base,Base Case,Reference,Economics
9,ebitda_usd,512424698.65733194,base,Base Case,Reference,Economics
10,ebitda_usd,526134867.5181432,base,Base Case,Reference,Economics
11,ebitda_usd,539314375.8128963,base,Base Case,Reference,Economics
12,ebitda_usd,551959932.4811192,base,Base Case,Reference,Economics
13,ebitda_usd,564068100.1674781,base,Base Case,Reference,Economics
14,ebitda_usd,575635386.5780563,base,Base Case,Reference,Economics
15,ebitda_usd,586658257.2151947,base,Base Case,Reference,Economics
1,cash_tax_proxy_usd,92830504.77699403,base,Base Case,Reference,Economics
2,cash_tax_proxy_usd,102739350.65908325,base,Base Case,Reference,Economics
3,cash_tax_proxy_usd,118123792.81647277,base,Base Case,Reference,Economics
4,cash_tax_proxy_usd,127613238.46474442,base,Base Case,Reference,Economics
5,cash_tax_proxy_usd,133293390.30821383,base,Base Case,Reference,Economics
6,cash_tax_proxy_usd,138081898.95159265,base,Base Case,Reference,Economics
7,cash_tax_proxy_usd,142607970.10725087,base,Base Case,Reference,Economics
8,cash_tax_proxy_usd,146964975.87163225,base,Base Case,Reference,Economics
9,cash_tax_proxy_usd,151165286.10391292,base,Base Case,Reference,Economics
10,cash_tax_proxy_usd,155209785.91785222,base,Base Case,Reference,Economics
11,cash_tax_proxy_usd,159097740.8648044,base,Base Case,Reference,Economics
12,cash_tax_proxy_usd,162828180.08193013,base,Base Case,Reference,Economics
13,cash_tax_proxy_usd,166400089.54940602,base,Base Case,Reference,Economics
14,cash_tax_proxy_usd,169812439.0405266,base,Base Case,Reference,Economics
15,cash_tax_proxy_usd,173064185.87848243,base,Base Case,Reference,Economics
1,operating_cash_flow_usd,221849172.43315524,base,Base Case,Reference,Cash Flow
2,operating_cash_flow_usd,245529634.62594473,base,Base Case,Reference,Cash Flow
3,operating_cash_flow_usd,282295843.84953666,base,Base Case,Reference,Cash Flow
4,operating_cash_flow_usd,304974010.5682875,base,Base Case,Reference,Cash Flow
5,operating_cash_flow_usd,318548610.7365788,base,Base Case,Reference,Cash Flow
6,operating_cash_flow_usd,329992334.7826197,base,Base Case,Reference,Cash Flow
7,operating_cash_flow_usd,340808877.71393853,base,Base Case,Reference,Cash Flow
8,operating_cash_flow_usd,351221383.01525676,base,Base Case,Reference,Cash Flow
9,operating_cash_flow_usd,361259412.553419,base,Base Case,Reference,Cash Flow
10,operating_cash_flow_usd,370925081.60029095,base,Base Case,Reference,Cash Flow
11,operating_cash_flow_usd,380216634.94809186,base,Base Case,Reference,Cash Flow
12,operating_cash_flow_usd,389131752.399189,base,Base Case,Reference,Cash Flow
13,operating_cash_flow_usd,397668010.61807203,base,Base Case,Reference,Cash Flow
14,operating_cash_flow_usd,405822947.5375297,base,Base Case,Reference,Cash Flow
15,operating_cash_flow_usd,413594071.33671224,base,Base Case,Reference,Cash Flow
1,initial_capex_usd,170000000.0,base,Base Case,Reference,Investment
2,initial_capex_usd,0.0,base,Base Case,Reference,Investment
3,initial_capex_usd,0.0,base,Base Case,Reference,Investment
4,initial_capex_usd,0.0,base,Base Case,Reference,Investment
5,initial_capex_usd,0.0,base,Base Case,Reference,Investment
6,initial_capex_usd,0.0,base,Base Case,Reference,Investment
7,initial_capex_usd,0.0,base,Base Case,Reference,Investment
8,initial_capex_usd,0.0,base,Base Case,Reference,Investment
9,initial_capex_usd,0.0,base,Base Case,Reference,Investment
10,initial_capex_usd,0.0,base,Base Case,Reference,Investment
11,initial_capex_usd,0.0,base,Base Case,Reference,Investment
12,initial_capex_usd,0.0,base,Base Case,Reference,Investment
13,initial_capex_usd,0.0,base,Base Case,Reference,Investment
14,initial_capex_usd,0.0,base,Base Case,Reference,Investment
15,initial_capex_usd,0.0,base,Base Case,Reference,Investment
1,sustaining_capex_usd,0.0,base,Base Case,Reference,Investment
2,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
3,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
4,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
5,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
6,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
7,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
8,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
9,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
10,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
11,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
12,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
13,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
14,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
15,sustaining_capex_usd,10000000.0,base,Base Case,Reference,Investment
1,capex_usd,170000000.0,base,Base Case,Reference,Investment
2,capex_usd,10000000.0,base,Base Case,Reference,Investment
3,capex_usd,10000000.0,base,Base Case,Reference,Investment
4,capex_usd,10000000.0,base,Base Case,Reference,Investment
5,capex_usd,10000000.0,base,Base Case,Reference,Investment
6,capex_usd,10000000.0,base,Base Case,Reference,Investment
7,capex_usd,10000000.0,base,Base Case,Reference,Investment
8,capex_usd,10000000.0,base,Base Case,Reference,Investment
9,capex_usd,10000000.0,base,Base Case,Reference,Investment
10,capex_usd,10000000.0,base,Base Case,Reference,Investment
11,capex_usd,10000000.0,base,Base Case,Reference,Investment
12,capex_usd,10000000.0,base,Base Case,Reference,Investment
13,capex_usd,10000000.0,base,Base Case,Reference,Investment
14,capex_usd,10000000.0,base,Base Case,Reference,Investment
15,capex_usd,10000000.0,base,Base Case,Reference,Investment
1,working_capital_investment_usd,247798936.71194303,base,Base Case,Reference,Working Capital
2,working_capital_investment_usd,12259642.035888761,base,Base Case,Reference,Working Capital
3,working_capital_investment_usd,24321046.040909022,base,Base Case,Reference,Working Capital
4,working_capital_investment_usd,8610008.127101958,base,Base Case,Reference,Working Capital
5,working_capital_investment_usd,-428880.8319681287,base,Base Case,Reference,Working Capital
6,working_capital_investment_usd,-2189876.989608288,base,Base Case,Reference,Working Capital
7,working_capital_investment_usd,-2470520.816066444,base,Base Case,Reference,Working Capital
8,working_capital_investment_usd,-2540006.4070770144,base,Base Case,Reference,Working Capital
9,working_capital_investment_usd,-2581111.981071055,base,Base Case,Reference,Working Capital
10,working_capital_investment_usd,-2618607.569707811,base,Base Case,Reference,Working Capital
11,working_capital_investment_usd,-2655823.667710662,base,Base Case,Reference,Working Capital
12,working_capital_investment_usd,-2693209.599494517,base,Base Case,Reference,Working Capital
13,working_capital_investment_usd,-2730828.0708099008,base,Base Case,Reference,Working Capital
14,working_capital_investment_usd,-2768689.9257819057,base,Base Case,Reference,Working Capital
15,working_capital_investment_usd,-2806799.0520052314,base,Base Case,Reference,Working Capital
1,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
2,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
3,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
4,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
5,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
6,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
7,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
8,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
9,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
10,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
11,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
12,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
13,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
14,working_capital_release_usd,0.0,base,Base Case,Reference,Working Capital
15,working_capital_release_usd,-266505278.0045418,base,Base Case,Reference,Working Capital
1,working_capital_delta_usd,247798936.71194303,base,Base Case,Reference,Working Capital
2,working_capital_delta_usd,12259642.035888761,base,Base Case,Reference,Working Capital
3,working_capital_delta_usd,24321046.040909022,base,Base Case,Reference,Working Capital
4,working_capital_delta_usd,8610008.127101958,base,Base Case,Reference,Working Capital
5,working_capital_delta_usd,-428880.8319681287,base,Base Case,Reference,Working Capital
6,working_capital_delta_usd,-2189876.989608288,base,Base Case,Reference,Working Capital
7,working_capital_delta_usd,-2470520.816066444,base,Base Case,Reference,Working Capital
8,working_capital_delta_usd,-2540006.4070770144,base,Base Case,Reference,Working Capital
9,working_capital_delta_usd,-2581111.981071055,base,Base Case,Reference,Working Capital
10,working_capital_delta_usd,-2618607.569707811,base,Base Case,Reference,Working Capital
11,working_capital_delta_usd,-2655823.667710662,base,Base Case,Reference,Working Capital
12,working_capital_delta_usd,-2693209.599494517,base,Base Case,Reference,Working Capital
13,working_capital_delta_usd,-2730828.0708099008,base,Base Case,Reference,Working Capital
14,working_capital_delta_usd,-2768689.9257819057,base,Base Case,Reference,Working Capital
15,working_capital_delta_usd,-269312077.05654705,base,Base Case,Reference,Working Capital
1,free_cash_flow_usd,-195949764.2787878,base,Base Case,Reference,Cash Flow
2,free_cash_flow_usd,223269992.59005597,base,Base Case,Reference,Cash Flow
3,free_cash_flow_usd,247974797.80862764,base,Base Case,Reference,Cash Flow
4,free_cash_flow_usd,286364002.44118553,base,Base Case,Reference,Cash Flow
5,free_cash_flow_usd,308977491.56854695,base,Base Case,Reference,Cash Flow
6,free_cash_flow_usd,322182211.772228,base,Base Case,Reference,Cash Flow
7,free_cash_flow_usd,333279398.530005,base,Base Case,Reference,Cash Flow
8,free_cash_flow_usd,343761389.4223338,base,Base Case,Reference,Cash Flow
9,free_cash_flow_usd,353840524.53449005,base,Base Case,Reference,Cash Flow
10,free_cash_flow_usd,363543689.16999876,base,Base Case,Reference,Cash Flow
11,free_cash_flow_usd,372872458.6158025,base,Base Case,Reference,Cash Flow
12,free_cash_flow_usd,381824961.9986835,base,Base Case,Reference,Cash Flow
13,free_cash_flow_usd,390398838.68888193,base,Base Case,Reference,Cash Flow
14,free_cash_flow_usd,398591637.4633116,base,Base Case,Reference,Cash Flow
15,free_cash_flow_usd,672906148.3932593,base,Base Case,Reference,Cash Flow
1,discounted_fcf_usd,-178136149.34435254,base,Base Case,Reference,Valuation
2,discounted_fcf_usd,184520655.0331041,base,Base Case,Reference,Valuation
3,discounted_fcf_usd,186307135.84419802,base,Base Case,Reference,Valuation
4,discounted_fcf_usd,195590466.79952562,base,Base Case,Reference,Valuation
5,discounted_fcf_usd,191850712.86024106,base,Base Case,Reference,Valuation
6,discounted_fcf_usd,181863459.27248788,base,Base Case,Reference,Valuation
7,discounted_fcf_usd,171025028.99471903,base,Base Case,Reference,Valuation
8,discounted_fcf_usd,160367225.19667077,base,Base Case,Reference,Valuation
9,discounted_fcf_usd,150062923.73874792,base,Base Case,Reference,Valuation
10,discounted_fcf_usd,140161829.77394843,base,Base Case,Reference,Valuation
11,discounted_fcf_usd,130689522.02946666,base,Base Case,Reference,Valuation
12,discounted_fcf_usd,121661199.86386633,base,Base Case,Reference,Valuation
13,discounted_fcf_usd,113084637.45873818,base,Base Case,Reference,Valuation
14,discounted_fcf_usd,104961635.84912805,base,Base Case,Reference,Valuation
15,discounted_fcf_usd,161088381.8969727,base,Base Case,Reference,Valuation
1,base_processed_tonnes,150000000.0,bull_market,Bull Market,Market,Operations
2,base_processed_tonnes,150000000.0,bull_market,Bull Market,Market,Operations
3,base_processed_tonnes,150000000.0,bull_market,Bull Market,Market,Operations
4,base_processed_tonnes,148000000.0,bull_market,Bull Market,Market,Operations
5,base_processed_tonnes,146000000.0,bull_market,Bull Market,Market,Operations
6,base_processed_tonnes,144000000.0,bull_market,Bull Market,Market,Operations
7,base_processed_tonnes,142000000.0,bull_market,Bull Market,Market,Operations
8,base_processed_tonnes,140000000.0,bull_market,Bull Market,Market,Operations
9,base_processed_tonnes,138000000.0,bull_market,Bull Market,Market,Operations
10,base_processed_tonnes,136000000.0,bull_market,Bull Market,Market,Operations
11,base_processed_tonnes,134000000.0,bull_market,Bull Market,Market,Operations
12,base_processed_tonnes,132000000.0,bull_market,Bull Market,Market,Operations
13,base_processed_tonnes,130000000.0,bull_market,Bull Market,Market,Operations
14,base_processed_tonnes,128000000.0,bull_market,Bull Market,Market,Operations
15,base_processed_tonnes,126000000.0,bull_market,Bull Market,Market,Operations
1,expanded_tonnes,154451231.71923354,bull_market,Bull Market,Market,Operations
2,expanded_tonnes,161229607.49392185,bull_market,Bull Market,Market,Operations
3,expanded_tonnes,175370392.50607815,bull_market,Bull Market,Market,Operations
4,expanded_tonnes,179720118.0370229,bull_market,Bull Market,Market,Operations
5,expanded_tonnes,178504660.1280711,bull_market,Bull Market,Market,Operations
6,expanded_tonnes,176229236.9601133,bull_market,Bull Market,Market,Operations
7,expanded_tonnes,173804425.50592282,bull_market,Bull Market,Market,Operations
8,expanded_tonnes,171359523.00739202,bull_market,Bull Market,Market,Operations
9,expanded_tonnes,168911936.36735037,bull_market,Bull Market,Market,Operations
10,expanded_tonnes,166463991.51304862,bull_market,Bull Market,Market,Operations
11,expanded_tonnes,164015998.86830667,bull_market,Bull Market,Market,Operations
12,expanded_tonnes,161567999.8491279,bull_market,Bull Market,Market,Operations
13,expanded_tonnes,159119999.97989106,bull_market,Bull Market,Market,Operations
14,expanded_tonnes,156671999.9973204,bull_market,Bull Market,Market,Operations
15,expanded_tonnes,154223999.99964303,bull_market,Bull Market,Market,Operations
1,scenario_price_usd_per_lb,4.500720701439222,bull_market,Bull Market,Market,Market
2,scenario_price_usd_per_lb,4.59240432581058,bull_market,Bull Market,Market,Market
3,scenario_price_usd_per_lb,4.685955625946661,bull_market,Bull Market,Market,Market
