year,metric,value,scenario_id,scenario_name,scenario_category,category
11,scenario_recovery,0.8420000000000001,bear_market,Bear Market,Market,Metallurgy
12,scenario_recovery,0.8420000000000001,bear_market,Bear Market,Market,Metallurgy
13,scenario_recovery,0.8420000000000001,bear_market,Bear Market,Market,Metallurgy
14,scenario_recovery,0.8420000000000001,bear_market,Bear Market,Market,Metallurgy
15,scenario_recovery,0.8420000000000001,bear_market,Bear Market,Market,Metallurgy
1,scenario_net_price_usd_per_lb,3.1405548629342652,bear_market,Bear Market,Market,Commercial
2,scenario_net_price_usd_per_lb,3.2056103737925508,bear_market,Bear Market,Market,Commercial
3,scenario_net_price_usd_per_lb,3.2719911224108476,bear_market,Bear Market,Market,Commercial
4,scenario_net_price_usd_per_lb,3.339724105043549,bear_market,Bear Market,Market,Commercial
5,scenario_net_price_usd_per_lb,3.4088368678823957,bear_market,Bear Market,Market,Commercial
6,scenario_net_price_usd_per_lb,3.4793575182592025,bear_market,Bear Market,Market,Commercial
7,scenario_net_price_usd_per_lb,3.5513147360767516,bear_market,Bear Market,Market,Commercial
8,scenario_net_price_usd_per_lb,3.6247377854725826,bear_market,Bear Market,Market,Commercial
9,scenario_net_price_usd_per_lb,3.6996565267203554,bear_market,Bear Market,Market,Commercial
10,scenario_net_price_usd_per_lb,3.7761014283736682,bear_market,Bear Market,Market,Commercial
11,scenario_net_price_usd_per_lb,3.854103579657258,bear_market,Bear Market,Market,Commercial
12,scenario_net_price_usd_per_lb,3.933694703110603,bear_market,Bear Market,Market,Commercial
13,scenario_net_price_usd_per_lb,4.014907167489119,bear_market,Bear Market,Market,Commercial
14,scenario_net_price_usd_per_lb,4.097774000928118,bear_market,Bear Market,Market,Commercial
15,scenario_net_price_usd_per_lb,4.182328904374981,bear_market,Bear Market,Market,Commercial
1,copper_fine_lb,936573858.1467412,bear_market,Bear Market,Market,Production
2,copper_fine_lb,963011964.0313233,bear_market,Bear Market,Market,Production
3,copper_fine_lb,1031761671.5322604,bear_market,Bear Market,Market,Production
4,copper_fine_lb,1041492248.7364323,bear_market,Bear Market,Market,Production
5,copper_fine_lb,1018931845.7419038,bear_market,Bear Market,Market,Production
6,copper_fine_lb,990854232.249253,bear_market,Bear Market,Market,Production
7,copper_fine_lb,962562346.4263434,bear_market,Bear Market,Market,Production
8,copper_fine_lb,934786675.9280549,bear_market,Bear Market,Market,Production
9,copper_fine_lb,907613276.3387557,bear_market,Bear Market,Market,Production
10,copper_fine_lb,881042855.8168304,bear_market,Bear Market,Market,Production
11,copper_fine_lb,855065085.7773453,bear_market,Bear Market,Market,Production
12,copper_fine_lb,829668381.463094,bear_market,Bear Market,Market,Production
13,copper_fine_lb,804841184.3343109,bear_market,Bear Market,Market,Production
14,copper_fine_lb,780572127.1689101,bear_market,Bear Market,Market,Production
15,copper_fine_lb,756850052.3778603,bear_market,Bear Market,Market,Production
1,revenue_usd,2941361584.699855,bear_market,Bear Market,Market,Economics
2,revenue_usd,3087041141.985149,bear_market,Bear Market,Market,Economics
3,revenue_usd,3375915029.697333,bear_market,Bear Market,Market,Economics
4,revenue_usd,3478296768.3210745,bear_market,Bear Market,Market,Economics
5,revenue_usd,3473372441.6244597,bear_market,Bear Market,Market,Economics
6,revenue_usd,3447536122.4753885,bear_market,Bear Market,Market,Economics
7,revenue_usd,3418361845.256489,bear_market,Bear Market,Market,Economics
8,revenue_usd,3388356585.592735,bear_market,Bear Market,Market,Economics
9,revenue_usd,3357857381.544723,bear_market,Bear Market,Market,Economics
10,revenue_usd,3326907186.308349,bear_market,Bear Market,Market,Economics
11,revenue_usd,3295509407.9344068,bear_market,Bear Market,Market,Economics
12,revenue_usd,3263662117.49972,bear_market,Bear Market,Market,Economics
13,revenue_usd,3231362639.674256,bear_market,Bear Market,Market,Economics
14,revenue_usd,3198608168.561917,bear_market,Bear Market,Market,Economics
15,revenue_usd,3165395850.3376436,bear_market,Bear Market,Market,Economics
1,opex_usd,3255623001.210293,bear_market,Bear Market,Market,Economics
2,opex_usd,3398501991.797027,bear_market,Bear Market,Market,Economics
3,opex_usd,3696570608.2029715,bear_market,Bear Market,Market,Economics
4,opex_usd,3788256937.47251,bear_market,Bear Market,Market,Economics
5,opex_usd,3762636729.194859,bear_market,Bear Market,Market,Economics
6,opex_usd,3714673887.3280067,bear_market,Bear Market,Market,Economics
7,opex_usd,3663562142.500933,bear_market,Bear Market,Market,Economics
8,opex_usd,3612026905.6411667,bear_market,Bear Market,Market,Economics
9,opex_usd,3560435090.7098365,bear_market,Bear Market,Market,Economics
10,opex_usd,3508835725.1065464,bear_market,Bear Market,Market,Economics
11,opex_usd,3457235352.145435,bear_market,Bear Market,Market,Economics
12,opex_usd,3405634844.81982,bear_market,Bear Market,Market,Economics
13,opex_usd,3354034319.57613,bear_market,Bear Market,Market,Economics
14,opex_usd,3302433791.9435177,bear_market,Bear Market,Market,Economics
15,opex_usd,3250833263.9924755,bear_market,Bear Market,Market,Economics
1,ebitda_usd,-314261416.51043797,bear_market,Bear Market,Market,Economics
2,ebitda_usd,-311460849.8118782,bear_market,Bear Market,Market,Economics
3,ebitda_usd,-320655578.5056386,bear_market,Bear Market,Market,Economics
4,ebitda_usd,-309960169.1514354,bear_market,Bear Market,Market,Economics
5,ebitda_usd,-289264287.5703993,bear_market,Bear Market,Market,Economics
6,ebitda_usd,-267137764.85261822,bear_market,Bear Market,Market,Economics
7,ebitda_usd,-245200297.24444437,bear_market,Bear Market,Market,Economics
8,ebitda_usd,-223670320.04843187,bear_market,Bear Market,Market,Economics
9,ebitda_usd,-202577709.16511345,bear_market,Bear Market,Market,Economics
10,ebitda_usd,-181928538.79819727,bear_market,Bear Market,Market,Economics
11,ebitda_usd,-161725944.2110281,bear_market,Bear Market,Market,Economics
12,ebitda_usd,-141972727.32009983,bear_market,Bear Market,Market,Economics
13,ebitda_usd,-122671679.90187407,bear_market,Bear Market,Market,Economics
14,ebitda_usd,-103825623.38160086,bear_market,Bear Market,Market,Economics
15,ebitda_usd,-85437413.65483189,bear_market,Bear Market,Market,Economics
1,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
2,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
3,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
4,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
5,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
6,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
7,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
8,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
9,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
10,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
11,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
12,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
13,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
14,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
15,taxes_usd,0.0,bear_market,Bear Market,Market,Economics
1,operating_cash_flow_usd,-314261416.51043797,bear_market,Bear Market,Market,Cash Flow
2,operating_cash_flow_usd,-311460849.8118782,bear_market,Bear Market,Market,Cash Flow
3,operating_cash_flow_usd,-320655578.5056386,bear_market,Bear Market,Market,Cash Flow
4,operating_cash_flow_usd,-309960169.1514354,bear_market,Bear Market,Market,Cash Flow
5,operating_cash_flow_usd,-289264287.5703993,bear_market,Bear Market,Market,Cash Flow
6,operating_cash_flow_usd,-267137764.85261822,bear_market,Bear Market,Market,Cash Flow
7,operating_cash_flow_usd,-245200297.24444437,bear_market,Bear Market,Market,Cash Flow
8,operating_cash_flow_usd,-223670320.04843187,bear_market,Bear Market,Market,Cash Flow
9,operating_cash_flow_usd,-202577709.16511345,bear_market,Bear Market,Market,Cash Flow
10,operating_cash_flow_usd,-181928538.79819727,bear_market,Bear Market,Market,Cash Flow
11,operating_cash_flow_usd,-161725944.2110281,bear_market,Bear Market,Market,Cash Flow
12,operating_cash_flow_usd,-141972727.32009983,bear_market,Bear Market,Market,Cash Flow
13,operating_cash_flow_usd,-122671679.90187407,bear_market,Bear Market,Market,Cash Flow
14,operating_cash_flow_usd,-103825623.38160086,bear_market,Bear Market,Market,Cash Flow
15,operating_cash_flow_usd,-85437413.65483189,bear_market,Bear Market,Market,Cash Flow
1,capex_usd,290000000.0,bear_market,Bear Market,Market,Investment
2,capex_usd,180000000.0,bear_market,Bear Market,Market,Investment
3,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
4,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
5,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
6,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
7,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
8,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
9,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
10,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
11,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
12,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
13,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
14,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
15,capex_usd,10000000.0,bear_market,Bear Market,Market,Investment
1,working_capital_delta_usd,205895310.92898986,bear_market,Bear Market,Market,Working Capital
2,working_capital_delta_usd,10197569.009970576,bear_market,Bear Market,Market,Working Capital
3,working_capital_delta_usd,20221172.13985288,bear_market,Bear Market,Market,Working Capital
4,working_capital_delta_usd,7166721.703661919,bear_market,Bear Market,Market,Working Capital
5,working_capital_delta_usd,-344702.8687630296,bear_market,Bear Market,Market,Working Capital
6,working_capital_delta_usd,-1808542.3404349983,bear_market,Bear Market,Market,Working Capital
7,working_capital_delta_usd,-2042199.405322969,bear_market,Bear Market,Market,Working Capital
8,working_capital_delta_usd,-2100368.1764627695,bear_market,Bear Market,Market,Working Capital
9,working_capital_delta_usd,-2134944.283360839,bear_market,Bear Market,Market,Working Capital
10,working_capital_delta_usd,-2166513.666546166,bear_market,Bear Market,Market,Working Capital
11,working_capital_delta_usd,-2197844.4861759543,bear_market,Bear Market,Market,Working Capital
12,working_capital_delta_usd,-2229310.3304280937,bear_market,Bear Market,Market,Working Capital
13,working_capital_delta_usd,-2260963.4477824867,bear_market,Bear Market,Market,Working Capital
14,working_capital_delta_usd,-2292812.977863729,bear_market,Bear Market,Market,Working Capital
15,working_capital_delta_usd,-221577709.5236351,bear_market,Bear Market,Market,Working Capital
1,free_cash_flow_usd,-810156727.4394279,bear_market,Bear Market,Market,Cash Flow
2,free_cash_flow_usd,-501658418.82184875,bear_market,Bear Market,Market,Cash Flow
3,free_cash_flow_usd,-350876750.6454915,bear_market,Bear Market,Market,Cash Flow
4,free_cash_flow_usd,-327126890.8550973,bear_market,Bear Market,Market,Cash Flow
5,free_cash_flow_usd,-298919584.70163625,bear_market,Bear Market,Market,Cash Flow
6,free_cash_flow_usd,-275329222.5121832,bear_market,Bear Market,Market,Cash Flow
7,free_cash_flow_usd,-253158097.8391214,bear_market,Bear Market,Market,Cash Flow
8,free_cash_flow_usd,-231569951.8719691,bear_market,Bear Market,Market,Cash Flow
9,free_cash_flow_usd,-210442764.8817526,bear_market,Bear Market,Market,Cash Flow
10,free_cash_flow_usd,-189762025.1316511,bear_market,Bear Market,Market,Cash Flow
11,free_cash_flow_usd,-169528099.72485214,bear_market,Bear Market,Market,Cash Flow
12,free_cash_flow_usd,-149743416.98967174,bear_market,Bear Market,Market,Cash Flow
13,free_cash_flow_usd,-130410716.45409158,bear_market,Bear Market,Market,Cash Flow
14,free_cash_flow_usd,-111532810.40373713,bear_market,Bear Market,Market,Cash Flow
15,free_cash_flow_usd,126140295.8688032,bear_market,Bear Market,Market,Cash Flow
1,discounted_fcf_usd,-729870925.6211061,bear_market,Bear Market,Market,Valuation
2,discounted_fcf_usd,-407157226.541554,bear_market,Bear Market,Market,Valuation
3,discounted_fcf_usd,-256558055.97086596,bear_market,Bear Market,Market,Valuation
4,discounted_fcf_usd,-215488615.4820034,bear_market,Bear Market,Market,Valuation
5,discounted_fcf_usd,-177394224.52389884,bear_market,Bear Market,Market,Valuation
6,discounted_fcf_usd,-147202245.72359052,bear_market,Bear Market,Market,Valuation
7,discounted_fcf_usd,-121935727.10932966,bear_market,Bear Market,Market,Valuation
8,discounted_fcf_usd,-100484337.86370485,bear_market,Bear Market,Market,Valuation
9,discounted_fcf_usd,-82267289.7625289,bear_market,Bear Market,Market,Valuation
10,discounted_fcf_usd,-66831239.91217783,bear_market,Bear Market,Market,Valuation
11,discounted_fcf_usd,-53788437.332633235,bear_market,Bear Market,Market,Valuation
12,discounted_fcf_usd,-42802781.64306078,bear_market,Bear Market,Market,Valuation
13,discounted_fcf_usd,-33582618.55792171,bear_market,Bear Market,Market,Valuation
14,discounted_fcf_usd,-25875034.807042703,bear_market,Bear Market,Market,Valuation
15,discounted_fcf_usd,26363870.124337096,bear_market,Bear Market,Market,Valuation
1,base_processed_tonnes,150000000.0,operational_stress,Operational Stress,Operations,Operations
2,base_processed_tonnes,150000000.0,operational_stress,Operational Stress,Operations,Operations
3,base_processed_tonnes,150000000.0,operational_stress,Operational Stress,Operations,Operations
4,base_processed_tonnes,148000000.0,operational_stress,Operational Stress,Operations,Operations
5,base_processed_tonnes,146000000.0,operational_stress,Operational Stress,Operations,Operations
6,base_processed_tonnes,144000000.0,operational_stress,Operational Stress,Operations,Operations
7,base_processed_tonnes,142000000.0,operational_stress,Operational Stress,Operations,Operations
8,base_processed_tonnes,140000000.0,operational_stress,Operational Stress,Operations,Operations
9,base_processed_tonnes,138000000.0,operational_stress,Operational Stress,Operations,Operations
10,base_processed_tonnes,136000000.0,operational_stress,Operational Stress,Operations,Operations
11,base_processed_tonnes,134000000.0,operational_stress,Operational Stress,Operations,Operations
12,base_processed_tonnes,132000000.0,operational_stress,Operational Stress,Operations,Operations
13,base_processed_tonnes,130000000.0,operational_stress,Operational Stress,Operations,Operations
14,base_processed_tonnes,128000000.0,operational_stress,Operational Stress,Operations,Operations
15,base_processed_tonnes,126000000.0,operational_stress,Operational Stress,Operations,Operations
1,expanded_tonnes,142337409.6236074,operational_stress,Operational Stress,Operations,Operations
2,expanded_tonnes,148584148.08263385,operational_stress,Operational Stress,Operations,Operations
3,expanded_tonnes,161615851.91736615,operational_stress,Operational Stress,Operations,Operations
4,expanded_tonnes,165624422.50470737,operational_stress,Operational Stress,Operations,Operations
5,expanded_tonnes,164504294.62783024,operational_stress,Operational Stress,Operations,Operations
6,expanded_tonnes,162407336.0220652,operational_stress,Operational Stress,Operations,Operations
7,expanded_tonnes,160172705.85839945,operational_stress,Operational Stress,Operations,Operations
8,expanded_tonnes,157919560.41857696,operational_stress,Operational Stress,Operations,Operations
9,expanded_tonnes,155663941.3581464,operational_stress,Operational Stress,Operations,Operations
10,expanded_tonnes,153407992.17869186,operational_stress,Operational Stress,Operations,Operations
11,expanded_tonnes,151151998.95706695,operational_stress,Operational Stress,Operations,Operations
12,expanded_tonnes,148895999.86096102,operational_stress,Operational Stress,Operations,Operations
13,expanded_tonnes,146639999.98146823,operational_stress,Operational Stress,Operations,Operations
14,expanded_tonnes,144383999.99753058,operational_stress,Operational Stress,Operations,Operations
15,expanded_tonnes,142127999.999671,operational_stress,Operational Stress,Operations,Operations
1,scenario_price_usd_per_lb,3.913670175164541,operational_stress,Operational Stress,Operations,Market
2,scenario_price_usd_per_lb,3.9933950659222437,operational_stress,Operational Stress,Operations,Market
3,scenario_price_usd_per_lb,4.074744022562314,operational_stress,Operational Stress,Operations,Market
4,scenario_price_usd_per_lb,4.157750128729839,operational_stress,Operational Stress,Operations,Market
5,scenario_price_usd_per_lb,4.2424471420127405,operational_stress,Operational Stress,Operations,Market
6,scenario_price_usd_per_lb,4.328869507670591,operational_stress,Operational Stress,Operations,Market
7,scenario_price_usd_per_lb,4.417052372643078,operational_stress,Operational Stress,Operations,Market
8,scenario_price_usd_per_lb,4.5070315998438515,operational_stress,Operational Stress,Operations,Market
9,scenario_price_usd_per_lb,4.598843782745534,operational_stress,Operational Stress,Operations,Market
10,scenario_price_usd_per_lb,4.6925262602618485,operational_stress,Operational Stress,Operations,Market
11,scenario_price_usd_per_lb,4.788117131932914,operational_stress,Operational Stress,Operations,Market
12,scenario_price_usd_per_lb,4.885655273419857,operational_stress,Operational Stress,Operations,Market
13,scenario_price_usd_per_lb,4.985180352315097,operational_stress,Operational Stress,Operations,Market
14,scenario_price_usd_per_lb,5.086732844274655,operational_stress,Operational Stress,Operations,Market
15,scenario_price_usd_per_lb,5.1903540494791445,operational_stress,Operational Stress,Operations,Market
1,scenario_grade,0.0032979999999999997,operational_stress,Operational Stress,Operations,Geology
2,scenario_grade,0.00324853,operational_stress,Operational Stress,Operations,Geology
3,scenario_grade,0.0031998020499999997,operational_stress,Operational Stress,Operations,Geology
4,scenario_grade,0.0031518050192499997,operational_stress,Operational Stress,Operations,Geology
5,scenario_grade,0.00310452794396125,operational_stress,Operational Stress,Operations,Geology
6,scenario_grade,0.003057960024801831,operational_stress,Operational Stress,Operations,Geology
7,scenario_grade,0.0030120906244298033,operational_stress,Operational Stress,Operations,Geology
8,scenario_grade,0.0029669092650633565,operational_stress,Operational Stress,Operations,Geology
9,scenario_grade,0.002922405626087406,operational_stress,Operational Stress,Operations,Geology
10,scenario_grade,0.002878569541696095,operational_stress,Operational Stress,Operations,Geology
11,scenario_grade,0.002835390998570654,operational_stress,Operational Stress,Operations,Geology
12,scenario_grade,0.002792860133592094,operational_stress,Operational Stress,Operations,Geology
13,scenario_grade,0.002750967231588212,operational_stress,Operational Stress,Operations,Geology
14,scenario_grade,0.0027097027231143887,operational_stress,Operational Stress,Operations,Geology
15,scenario_grade,0.002669057182267673,operational_stress,Operational Stress,Operations,Geology
1,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
2,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
3,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
4,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
5,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
6,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
7,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
8,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
9,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
10,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
11,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
12,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
13,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
14,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
15,scenario_recovery,0.80832,operational_stress,Operational Stress,Operations,Metallurgy
1,scenario_net_price_usd_per_lb,3.7041233681579593,operational_stress,Operational Stress,Operations,Commercial
2,scenario_net_price_usd_per_lb,3.780659263285354,operational_stress,Operational Stress,Operations,Commercial
3,scenario_net_price_usd_per_lb,3.858754261659821,operational_stress,Operational Stress,Operations,Commercial
4,scenario_net_price_usd_per_lb,3.9384401235806457,operational_stress,Operational Stress,Operations,Commercial
5,scenario_net_price_usd_per_lb,4.019749256332231,operational_stress,Operational Stress,Operations,Commercial
6,scenario_net_price_usd_per_lb,4.102714727363767,operational_stress,Operational Stress,Operations,Commercial
7,scenario_net_price_usd_per_lb,4.187370277737355,operational_stress,Operational Stress,Operations,Commercial
8,scenario_net_price_usd_per_lb,4.273750335850098,operational_stress,Operational Stress,Operations,Commercial
9,scenario_net_price_usd_per_lb,4.3618900314357125,operational_stress,Operational Stress,Operations,Commercial
10,scenario_net_price_usd_per_lb,4.451825209851375,operational_stress,Operational Stress,Operations,Commercial
11,scenario_net_price_usd_per_lb,4.543592446655597,operational_stress,Operational Stress,Operations,Commercial
12,scenario_net_price_usd_per_lb,4.637229062483063,operational_stress,Operational Stress,Operations,Commercial
13,scenario_net_price_usd_per_lb,4.732773138222493,operational_stress,Operational Stress,Operations,Commercial
14,scenario_net_price_usd_per_lb,4.830263530503669,operational_stress,Operational Stress,Operations,Commercial
15,scenario_net_price_usd_per_lb,4.929739887499979,operational_stress,Operational Stress,Operations,Commercial
1,copper_fine_lb,836540124.5957866,operational_stress,Operational Stress,Operations,Production
2,copper_fine_lb,860154424.9506227,operational_stress,Operational Stress,Operations,Production
3,copper_fine_lb,921561102.4683577,operational_stress,Operational Stress,Operations,Production
4,copper_fine_lb,930252374.5938404,operational_stress,Operational Stress,Operations,Production
5,copper_fine_lb,910101606.8056829,operational_stress,Operational Stress,Operations,Production
6,copper_fine_lb,885022911.6390551,operational_stress,Operational Stress,Operations,Production
7,copper_fine_lb,859752830.1762022,operational_stress,Operational Stress,Operations,Production
8,copper_fine_lb,834943828.0272983,operational_stress,Operational Stress,Operations,Production
9,copper_fine_lb,810672769.3378065,operational_stress,Operational Stress,Operations,Production
10,copper_fine_lb,786940286.6290148,operational_stress,Operational Stress,Operations,Production
11,copper_fine_lb,763737154.4931759,operational_stress,Operational Stress,Operations,Production
12,copper_fine_lb,741053025.5197216,operational_stress,Operational Stress,Operations,Production
13,copper_fine_lb,718877575.7152895,operational_stress,Operational Stress,Operations,Production
14,copper_fine_lb,697200651.9699059,operational_stress,Operational Stress,Operations,Production
15,copper_fine_lb,676012288.4161301,operational_stress,Operational Stress,Operations,Production
1,revenue_usd,3098647823.9170237,operational_stress,Operational Stress,Operations,Economics
2,revenue_usd,3251950794.5454583,operational_stress,Operational Stress,Operations,Economics
3,revenue_usd,3556077831.5296984,operational_stress,Operational Stress,Operations,Economics
4,revenue_usd,3663743277.1565537,operational_stress,Operational Stress,Operations,Economics
5,revenue_usd,3658380257.1439123,operational_stress,Operational Stress,Operations,Economics
6,revenue_usd,3630996533.6359134,operational_stress,Operational Stress,Operations,Economics
7,revenue_usd,3600103447.280401,operational_stress,Operational Stress,Operations,Economics
8,revenue_usd,3568341465.4476323,operational_stress,Operational Stress,Operations,Economics
9,revenue_usd,3536065471.3309608,operational_stress,Operational Stress,Operations,Economics
10,revenue_usd,3503320606.662715,operational_stress,Operational Stress,Operations,Economics
11,revenue_usd,3470110366.3854327,operational_stress,Operational Stress,Operations,Economics
12,revenue_usd,3436432626.781056,operational_stress,Operational Stress,Operations,Economics
13,revenue_usd,3402284480.015828,operational_stress,Operational Stress,Operations,Economics
14,revenue_usd,3367662882.6536174,operational_stress,Operational Stress,Operations,Economics
15,revenue_usd,3332564742.6451364,operational_stress,Operational Stress,Operations,Economics
1,opex_usd,3274329770.9814644,operational_stress,Operational Stress,Operations,Economics
2,opex_usd,3418029742.492909,operational_stress,Operational Stress,Operations,Economics
3,opex_usd,3717811057.5070906,operational_stress,Operational Stress,Operations,Economics
4,opex_usd,3810024215.298288,operational_stress,Operational Stress,Operations,Economics
5,opex_usd,3784256793.6186066,operational_stress,Operational Stress,Operations,Economics
6,opex_usd,3736018357.8515873,operational_stress,Operational Stress,Operations,Economics
7,opex_usd,3684612925.566621,operational_stress,Operational Stress,Operations,Economics
8,opex_usd,3632781567.8689437,operational_stress,Operational Stress,Operations,Economics
9,opex_usd,3580893307.0027995,operational_stress,Operational Stress,Operations,Economics
10,opex_usd,3528997452.078627,operational_stress,Operational Stress,Operations,Economics
11,opex_usd,3477100584.008368,operational_stress,Operational Stress,Operations,Economics
12,opex_usd,3425203580.801547,operational_stress,Operational Stress,Operations,Economics
13,opex_usd,3373306559.5736947,operational_stress,Operational Stress,Operations,Economics
14,opex_usd,3321409535.9431934,operational_stress,Operational Stress,Operations,Economics
15,opex_usd,3269512511.9924316,operational_stress,Operational Stress,Operations,Economics
1,ebitda_usd,-175681947.06444073,operational_stress,Operational Stress,Operations,Economics
2,ebitda_usd,-166078947.94745064,operational_stress,Operational Stress,Operations,Economics
3,ebitda_usd,-161733225.9773922,operational_stress,Operational Stress,Operations,Economics
4,ebitda_usd,-146280938.14173412,operational_stress,Operational Stress,Operations,Economics
5,ebitda_usd,-125876536.47469425,operational_stress,Operational Stress,Operations,Economics
6,ebitda_usd,-105021824.21567392,operational_stress,Operational Stress,Operations,Economics
7,ebitda_usd,-84509478.2862196,operational_stress,Operational Stress,Operations,Economics
8,ebitda_usd,-64440102.42131138,operational_stress,Operational Stress,Operations,Economics
9,ebitda_usd,-44827835.67183876,operational_stress,Operational Stress,Operations,Economics
10,ebitda_usd,-25676845.41591215,operational_stress,Operational Stress,Operations,Economics
11,ebitda_usd,-6990217.622935295,operational_stress,Operational Stress,Operations,Economics
12,ebitda_usd,11229045.979508877,operational_stress,Operational Stress,Operations,Economics
13,ebitda_usd,28977920.442133427,operational_stress,Operational Stress,Operations,Economics
14,ebitda_usd,46253346.71042395,operational_stress,Operational Stress,Operations,Economics
15,ebitda_usd,63052230.652704716,operational_stress,Operational Stress,Operations,Economics
1,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
2,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
3,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
4,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
5,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
6,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
7,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
8,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
9,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
10,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
11,taxes_usd,0.0,operational_stress,Operational Stress,Operations,Economics
12,taxes_usd,3761730.4031354734,operational_stress,Operational Stress,Operations,Economics
13,taxes_usd,9707603.348114697,operational_stress,Operational Stress,Operations,Economics
14,taxes_usd,15494871.14799202,operational_stress,Operational Stress,Operations,Economics
15,taxes_usd,21122497.26865608,operational_stress,Operational Stress,Operations,Economics
1,operating_cash_flow_usd,-175681947.06444073,operational_stress,Operational Stress,Operations,Cash Flow
2,operating_cash_flow_usd,-166078947.94745064,operational_stress,Operational Stress,Operations,Cash Flow
3,operating_cash_flow_usd,-161733225.9773922,operational_stress,Operational Stress,Operations,Cash Flow
4,operating_cash_flow_usd,-146280938.14173412,operational_stress,Operational Stress,Operations,Cash Flow
5,operating_cash_flow_usd,-125876536.47469425,operational_stress,Operational Stress,Operations,Cash Flow
6,operating_cash_flow_usd,-105021824.21567392,operational_stress,Operational Stress,Operations,Cash Flow
7,operating_cash_flow_usd,-84509478.2862196,operational_stress,Operational Stress,Operations,Cash Flow
8,operating_cash_flow_usd,-64440102.42131138,operational_stress,Operational Stress,Operations,Cash Flow
9,operating_cash_flow_usd,-44827835.67183876,operational_stress,Operational Stress,Operations,Cash Flow
10,operating_cash_flow_usd,-25676845.41591215,operational_stress,Operational Stress,Operations,Cash Flow
11,operating_cash_flow_usd,-6990217.622935295,operational_stress,Operational Stress,Operations,Cash Flow
12,operating_cash_flow_usd,7467315.576373404,operational_stress,Operational Stress,Operations,Cash Flow
13,operating_cash_flow_usd,19270317.094018728,operational_stress,Operational Stress,Operations,Cash Flow
14,operating_cash_flow_usd,30758475.562431924,operational_stress,Operational Stress,Operations,Cash Flow
15,operating_cash_flow_usd,41929733.38404864,operational_stress,Operational Stress,Operations,Cash Flow
1,capex_usd,290000000.0,operational_stress,Operational Stress,Operations,Investment
2,capex_usd,180000000.0,operational_stress,Operational Stress,Operations,Investment
3,capex_usd,10000000.0,operational_stress,Operational Stress,Operations,Investment
4,capex_usd,10000000.0,operational_stress,Operational Stress,Operations,Investment
